henvendelse_id,kunde_id,dato,kanal,tekst
H009341,K118263,2024-02-10,telefon,Ser at renta på lånet mitt har økt igjen. Hvorfor ligger jeg på 4.97 % når nye kunder får bedre betingelser?
H002740,K105331,2024-02-11,chat,Hvorfor betaler jeg fortsatt månedspris på kundeprogrammet når jeg knapt bruker fordelene?
H016177,K131990,2024-02-11,e-post,"Hvordan melder jeg meg på kundeprogrammet, og hva koster det?"
H007752,K115136,2024-02-11,chat,Hva inngår egentlig i kundeprogrammet? Vurderer om det er verdt månedsprisen.
H013181,K126038,2024-02-11,chat,Hva inngår egentlig i kundeprogrammet? Vurderer om det er verdt månedsprisen.
H006483,K112535,2024-02-11,e-post,"Får ikke logget inn i mobilbanken med BankID, appen henger på innlogging."
H000733,K101512,2024-02-11,chat,Jeg ble trukket et gebyr jeg ikke kjenner igjen på kontoutskriften. Kan dere sjekke?
H007160,K113994,2024-02-11,telefon,"Hei, jeg ønsker et møte om betingelsene på boliglånet. Renten min virker høy sammenlignet med Handelsbanken."
H011885,K123387,2024-02-11,e-post,Veldig fornøyd med den nye appen – mye enklere å få oversikt nå.
H008515,K116653,2024-02-11,chat,Hvorfor betaler jeg fortsatt månedspris på kundeprogrammet når jeg knapt bruker fordelene?
H015624,K130925,2024-02-11,telefon,Bare ville si at rådgiveren min var til stor hjelp i refinansieringen. Takk!
H015421,K130522,2024-02-11,chat,Hva inngår egentlig i kundeprogrammet? Vurderer om det er verdt månedsprisen.
H003333,K106499,2024-02-11,telefon,Hvorfor betaler jeg fortsatt månedspris på kundeprogrammet når jeg knapt bruker fordelene?
H013082,K125795,2024-02-11,telefon,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
H000520,K101119,2024-02-11,chat,Hva inngår egentlig i kundeprogrammet? Vurderer om det er verdt månedsprisen.
H012806,K125256,2024-02-12,e-post,"Får ikke logget inn i mobilbanken med BankID, appen henger på innlogging."
H014744,K129179,2024-02-12,chat,"Hei, jeg vurderer å flytte boliglånet mitt. en annen bank tilbyr 5.0 % – kan dere matche det?"
H014375,K128405,2024-02-12,chat,Ønsker en oversikt over hva det koster å avslutte kundeforholdet. Vurderer å samle alt hos Danske Bank.
H011865,K123347,2024-02-12,chat,"Hei, jeg ønsker et møte om betingelsene på boliglånet. Renten min virker høy sammenlignet med Handelsbanken."
H016097,K131827,2024-02-12,chat,"Hei, jeg vurderer å flytte boliglånet mitt. en annen bank tilbyr 4.87 % – kan dere matche det?"
H000735,K101513,2024-02-12,chat,"Hvordan melder jeg meg på kundeprogrammet, og hva koster det?"
H006050,K111639,2024-02-12,chat,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
H010909,K121479,2024-02-12,chat,Bare ville si at rådgiveren min var til stor hjelp i refinansieringen. Takk!
H001555,K103041,2024-02-12,telefon,"Hei, jeg ønsker et møte om betingelsene på boliglånet. Renten min virker høy sammenlignet med Bulder."
H004387,K108428,2024-02-12,chat,"Får ikke logget inn i mobilbanken med BankID, appen henger på innlogging."
H009615,K118846,2024-02-12,telefon,"Hei, jeg ønsker et møte om betingelsene på boliglånet. Renten min virker høy sammenlignet med en annen bank."
H018011,K135645,2024-02-12,e-post,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
H008911,K117422,2024-02-12,e-post,"Hei, jeg ønsker et møte om betingelsene på boliglånet. Renten min virker høy sammenlignet med DNB."
H001302,K102586,2024-02-12,telefon,Jeg ble trukket et gebyr jeg ikke kjenner igjen på kontoutskriften. Kan dere sjekke?
H002723,K105292,2024-02-12,chat,Kan jeg få en oversikt over fondene dere anbefaler for langsiktig sparing?
H002603,K105067,2024-02-12,telefon,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
H002339,K104538,2024-02-12,chat,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
H013315,K126346,2024-02-12,e-post,"Hei, jeg ønsker et møte om betingelsene på boliglånet. Renten min virker høy sammenlignet med DNB."
H011689,K123006,2024-02-12,e-post,Kan jeg få en oversikt over fondene dere anbefaler for langsiktig sparing?
H000878,K101794,2024-02-13,telefon,Jeg ble trukket et gebyr jeg ikke kjenner igjen på kontoutskriften. Kan dere sjekke?
H003624,K107030,2024-02-13,telefon,Bare ville si at rådgiveren min var til stor hjelp i refinansieringen. Takk!
H004255,K108211,2024-02-13,chat,"Hvordan melder jeg meg på kundeprogrammet, og hva koster det?"
H003723,K107217,2024-02-13,telefon,"Hvordan melder jeg meg på kundeprogrammet, og hva koster det?"
H011979,K123591,2024-02-13,telefon,Kan noen forklare renteøkningen fra 1. september? Synes det begynner å bli i overkant.
H015806,K131274,2024-02-13,chat,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
H015381,K130433,2024-02-13,chat,"Hvordan melder jeg meg på kundeprogrammet, og hva koster det?"
H001493,K102941,2024-02-13,chat,Appen krasjer når jeg skal godkjenne betaling. Har prøvd å reinstallere.
H011529,K122676,2024-02-13,chat,Kan noen forklare renteøkningen fra 1. september? Synes det begynner å bli i overkant.
H003030,K105919,2024-02-13,chat,"Hvordan melder jeg meg på kundeprogrammet, og hva koster det?"
H015368,K130397,2024-02-13,e-post,Appen krasjer når jeg skal godkjenne betaling. Har prøvd å reinstallere.
H002568,K104984,2024-02-13,chat,"Hei, jeg ønsker et møte om betingelsene på boliglånet. Renten min virker høy sammenlignet med DNB."
H001349,K102661,2024-02-13,chat,Bare ville si at rådgiveren min var til stor hjelp i refinansieringen. Takk!
H019867,K139423,2024-02-13,telefon,Hvorfor betaler jeg fortsatt månedspris på kundeprogrammet når jeg knapt bruker fordelene?
H003423,K106654,2024-02-13,telefon,Kan noen forklare renteøkningen fra 1. september? Synes det begynner å bli i overkant.
H007078,K113815,2024-02-13,e-post,"Har fått tilbud fra Nordea på 5.05 %. Om dere ikke kan gjøre noe med renten min, bytter jeg bank."
H010816,K121228,2024-02-13,e-post,Jeg ble trukket et gebyr jeg ikke kjenner igjen på kontoutskriften. Kan dere sjekke?
H012146,K123924,2024-02-13,e-post,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
H014316,K128274,2024-02-13,telefon,Hvorfor betaler jeg fortsatt månedspris på kundeprogrammet når jeg knapt bruker fordelene?
H014330,K128300,2024-02-13,chat,Appen krasjer når jeg skal godkjenne betaling. Har prøvd å reinstallere.
H001878,K103688,2024-02-13,telefon,Hvorfor betaler jeg fortsatt månedspris på kundeprogrammet når jeg knapt bruker fordelene?
H000229,K100441,2024-02-13,chat,Hei! Jeg ønsker tips til hvordan jeg bør sette opp sparing til barna.
H011213,K122097,2024-02-13,chat,Bare ville si at rådgiveren min var til stor hjelp i refinansieringen. Takk!
H003501,K106802,2024-02-14,chat,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
H011392,K122429,2024-02-14,e-post,Kan jeg få en oversikt over fondene dere anbefaler for langsiktig sparing?
H006165,K111851,2024-02-14,chat,Straksbetaling feiler med ukjent feilmelding. Haster litt.
H003026,K105910,2024-02-14,e-post,Hva inngår egentlig i kundeprogrammet? Vurderer om det er verdt månedsprisen.
H005111,K109825,2024-02-14,chat,Hei! Jeg ønsker tips til hvordan jeg bør sette opp sparing til barna.
H001392,K102728,2024-02-14,chat,Hvorfor betaler jeg fortsatt månedspris på kundeprogrammet når jeg knapt bruker fordelene?
H010903,K121469,2024-02-14,chat,"Hvordan melder jeg meg på kundeprogrammet, og hva koster det?"
H015735,K131154,2024-02-14,telefon,"Hei, jeg ønsker et møte om betingelsene på boliglånet. Renten min virker høy sammenlignet med Bulder."
H005543,K110656,2024-02-14,telefon,Hei! Jeg ønsker tips til hvordan jeg bør sette opp sparing til barna.
H005618,K110783,2024-02-14,telefon,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
H001911,K103763,2024-02-14,telefon,Hva inngår egentlig i kundeprogrammet? Vurderer om det er verdt månedsprisen.
H018258,K136114,2024-02-14,chat,Kan jeg få en oversikt over fondene dere anbefaler for langsiktig sparing?
H014368,K128387,2024-02-14,telefon,Jeg ble trukket et gebyr jeg ikke kjenner igjen på kontoutskriften. Kan dere sjekke?
H003023,K105901,2024-02-14,chat,"Hvordan melder jeg meg på kundeprogrammet, og hva koster det?"
H012079,K123800,2024-02-14,chat,Veldig fornøyd med den nye appen – mye enklere å få oversikt nå.
H008689,K117039,2024-02-14,chat,Hvorfor betaler jeg fortsatt månedspris på kundeprogrammet når jeg knapt bruker fordelene?
H003126,K106099,2024-02-14,telefon,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
H010810,K121217,2024-02-14,telefon,Jeg ble trukket et gebyr jeg ikke kjenner igjen på kontoutskriften. Kan dere sjekke?
H009156,K117896,2024-02-14,chat,Veldig fornøyd med den nye appen – mye enklere å få oversikt nå.
H019238,K138181,2024-02-14,chat,Bare ville si at rådgiveren min var til stor hjelp i refinansieringen. Takk!
H005588,K110725,2024-02-14,e-post,Kan noen forklare renteøkningen fra 1. september? Synes det begynner å bli i overkant.
H010599,K120806,2024-02-14,telefon,Hei! Jeg ønsker tips til hvordan jeg bør sette opp sparing til barna.
H002124,K104144,2024-02-14,e-post,Straksbetaling feiler med ukjent feilmelding. Haster litt.
H005593,K110730,2024-02-14,e-post,Jeg ble trukket et gebyr jeg ikke kjenner igjen på kontoutskriften. Kan dere sjekke?
H009487,K118581,2024-02-14,chat,Kan noen forklare renteøkningen fra 1. september? Synes det begynner å bli i overkant.
H005791,K111102,2024-02-15,chat,"Hvordan melder jeg meg på kundeprogrammet, og hva koster det?"
H003070,K105983,2024-02-15,chat,Hvorfor betaler jeg fortsatt månedspris på kundeprogrammet når jeg knapt bruker fordelene?
H010612,K120839,2024-02-15,telefon,Jeg ble trukket et gebyr jeg ikke kjenner igjen på kontoutskriften. Kan dere sjekke?
H001170,K102344,2024-02-15,telefon,Kan noen forklare renteøkningen fra 1. september? Synes det begynner å bli i overkant.
H009475,K118553,2024-02-15,chat,Ser at renta på lånet mitt har økt igjen. Hvorfor ligger jeg på 4.93 % når nye kunder får bedre betingelser?
H006080,K111677,2024-02-15,chat,Veldig fornøyd med den nye appen – mye enklere å få oversikt nå.
H002217,K104318,2024-02-15,telefon,Kan jeg få en oversikt over fondene dere anbefaler for langsiktig sparing?
H003172,K106197,2024-02-15,chat,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
H002527,K104907,2024-02-15,chat,Appen krasjer når jeg skal godkjenne betaling. Har prøvd å reinstallere.
H006492,K112551,2024-02-15,e-post,Hei! Jeg ønsker tips til hvordan jeg bør sette opp sparing til barna.
H005199,K110009,2024-02-15,chat,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
H018139,K135878,2024-02-15,chat,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
H004391,K108430,2024-02-15,telefon,Bare ville si at rådgiveren min var til stor hjelp i refinansieringen. Takk!
H000845,K101733,2024-02-15,telefon,"Har fått tilbud fra DNB på 5.05 %. Om dere ikke kan gjøre noe med renten min, bytter jeg bank."
H013463,K126633,2024-02-15,chat,Hei! Jeg ønsker tips til hvordan jeg bør sette opp sparing til barna.
H007707,K115028,2024-02-15,chat,Appen krasjer når jeg skal godkjenne betaling. Har prøvd å reinstallere.
H018929,K137533,2024-02-15,chat,"Hei, jeg ønsker et møte om betingelsene på boliglånet. Renten min virker høy sammenlignet med Handelsbanken."
H006657,K112887,2024-02-15,e-post,Straksbetaling feiler med ukjent feilmelding. Haster litt.
H008998,K117569,2024-02-15,telefon,Hvorfor betaler jeg fortsatt månedspris på kundeprogrammet når jeg knapt bruker fordelene?
H005651,K110835,2024-02-15,e-post,"Hei, jeg ønsker et møte om betingelsene på boliglånet. Renten min virker høy sammenlignet med Handelsbanken."
H012763,K125169,2024-02-15,chat,Hva inngår egentlig i kundeprogrammet? Vurderer om det er verdt månedsprisen.
H005405,K110386,2024-02-15,chat,Kan noen forklare renteøkningen fra 1. september? Synes det begynner å bli i overkant.
H017389,K134436,2024-02-15,chat,Hva inngår egentlig i kundeprogrammet? Vurderer om det er verdt månedsprisen.
H006201,K111913,2024-02-15,chat,Hei! Jeg ønsker tips til hvordan jeg bør sette opp sparing til barna.
H010726,K121057,2024-02-15,chat,Hva inngår egentlig i kundeprogrammet? Vurderer om det er verdt månedsprisen.
H014915,K129511,2024-02-15,chat,Hva inngår egentlig i kundeprogrammet? Vurderer om det er verdt månedsprisen.
H019827,K139333,2024-02-15,chat,Kan jeg få en oversikt over fondene dere anbefaler for langsiktig sparing?
H009920,K119428,2024-02-15,telefon,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
H004695,K108997,2024-02-15,e-post,Straksbetaling feiler med ukjent feilmelding. Haster litt.
H010720,K121044,2024-02-15,telefon,Hei! Jeg ønsker tips til hvordan jeg bør sette opp sparing til barna.
H004202,K108092,2024-02-15,e-post,Appen krasjer når jeg skal godkjenne betaling. Har prøvd å reinstallere.
H001451,K102856,2024-02-15,telefon,Hva inngår egentlig i kundeprogrammet? Vurderer om det er verdt månedsprisen.
H015413,K130494,2024-02-15,telefon,Straksbetaling feiler med ukjent feilmelding. Haster litt.
H014450,K128573,2024-02-15,e-post,Hvorfor betaler jeg fortsatt månedspris på kundeprogrammet når jeg knapt bruker fordelene?
H009619,K118868,2024-02-16,chat,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
H018684,K137012,2024-02-16,telefon,Bare ville si at rådgiveren min var til stor hjelp i refinansieringen. Takk!
H000212,K100407,2024-02-16,telefon,Straksbetaling feiler med ukjent feilmelding. Haster litt.
H008320,K116259,2024-02-16,e-post,Kan noen forklare renteøkningen fra 1. september? Synes det begynner å bli i overkant.
H012498,K124626,2024-02-16,telefon,Hva inngår egentlig i kundeprogrammet? Vurderer om det er verdt månedsprisen.
H012174,K123989,2024-02-16,e-post,Hva inngår egentlig i kundeprogrammet? Vurderer om det er verdt månedsprisen.
H015268,K130223,2024-02-16,e-post,Hvorfor betaler jeg fortsatt månedspris på kundeprogrammet når jeg knapt bruker fordelene?
H012087,K123814,2024-02-16,telefon,Ønsker en oversikt over hva det koster å avslutte kundeforholdet. Vurderer å samle alt hos Bulder.
H011877,K123370,2024-02-16,chat,Hva inngår egentlig i kundeprogrammet? Vurderer om det er verdt månedsprisen.
H013954,K127633,2024-02-16,chat,Veldig fornøyd med den nye appen – mye enklere å få oversikt nå.
H001799,K103546,2024-02-16,telefon,Kan noen forklare renteøkningen fra 1. september? Synes det begynner å bli i overkant.
H008842,K117306,2024-02-16,e-post,"Får ikke logget inn i mobilbanken med BankID, appen henger på innlogging."
H017473,K134592,2024-02-16,chat,"Hei, jeg ønsker et møte om betingelsene på boliglånet. Renten min virker høy sammenlignet med Handelsbanken."
H000253,K100503,2024-02-16,chat,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
H006735,K113038,2024-02-16,e-post,Vurderer BSU vs. aksjesparekonto – hva lønner seg for meg?
H019843,K139357,2024-02-16,e-post,Veldig fornøyd med den nye appen – mye enklere å få oversikt nå.
H011509,K122646,2024-02-16,telefon,"Hvordan melder jeg meg på kundeprogrammet, og hva koster det?"
H013320,K126357,2024-02-16,telefon,Jeg ble trukket et gebyr jeg ikke kjenner igjen på kontoutskriften. Kan dere sjekke?
H009421,K118446,2024-02-16,chat,Jeg ble trukket et gebyr jeg ikke kjenner igjen på kontoutskriften. Kan dere sjekke?
H000608,K101295,2024-02-16,chat,Straksbetaling feiler med ukjent feilmelding. Haster litt.
H008683,K117034,2024-02-16,e-post,Hva inngår egentlig i kundeprogrammet? Vurderer om det er verdt månedsprisen.
H007551,K114733,2024-02-16,telefon,"Hei, jeg ønsker et møte om betingelsene på boliglånet. Renten min virker høy sammenlignet med Nordea."
H008314,K116252,2024-02-16,telefon,"Får ikke logget inn i mobilbanken med BankID, appen henger på innlogging."
H006180,K111882,2024-02-16,telefon,Hei! Jeg ønsker tips til hvordan jeg bør sette opp sparing til barna.
H011728,K123082,2024-02-16,e-post,Ser at renta på lånet mitt har økt igjen. Hvorfor ligger jeg på 4.94 % når nye kunder får bedre betingelser?
H003592,K106976,2024-02-16,chat,Ser at renta på lånet mitt har økt igjen. Hvorfor ligger jeg på 5.09 % når nye kunder får bedre betingelser?
H015196,K130069,2024-02-16,telefon,Kan jeg få en oversikt over fondene dere anbefaler for langsiktig sparing?
H018642,K136920,2024-02-17,chat,"Hvordan melder jeg meg på kundeprogrammet, og hva koster det?"
H017250,K134158,2024-02-17,chat,Ser at renta på lånet mitt har økt igjen. Hvorfor ligger jeg på 4.97 % når nye kunder får bedre betingelser?
H007086,K113837,2024-02-17,e-post,Bare ville si at rådgiveren min var til stor hjelp i refinansieringen. Takk!
H007025,K113695,2024-02-17,chat,Appen krasjer når jeg skal godkjenne betaling. Har prøvd å reinstallere.
H005188,K109989,2024-02-17,telefon,Appen krasjer når jeg skal godkjenne betaling. Har prøvd å reinstallere.
H006782,K113132,2024-02-17,chat,Kan jeg få en oversikt over fondene dere anbefaler for langsiktig sparing?
H014433,K128537,2024-02-17,chat,Jeg ble trukket et gebyr jeg ikke kjenner igjen på kontoutskriften. Kan dere sjekke?
H011349,K122337,2024-02-17,chat,Jeg ble trukket et gebyr jeg ikke kjenner igjen på kontoutskriften. Kan dere sjekke?
H011703,K123032,2024-02-17,chat,"Hvordan melder jeg meg på kundeprogrammet, og hva koster det?"
